link,result
/article/5211/galley/13303/download/,"AbbreviationsACD = Antecedent Contained Deletion, AgrOP = Agreement-Object Phrase, AgrSP = Agreement-Subject Phrase, BN = Bare Numeral, CP = Complementizer Phrase, CQP = Counting Quantifier Phrase, DistP = Distributive/Universal Phrase, DQP = Distributive/Universal Quantifier Phrase, GQP = Group-denoting Quantifier Phrase, (I)NV = Inverse Scope, LF = Logical Form, NegP = Negative Phrase, NQP = Negative Quantifier Phrase, RefP = Referential Phrase, ShareP = Share Phrase, SPVT = Sentence-Picture Verification Task, (S)URF = Surface Scope, QP = Quantifier Phrase, QR = Quantifier Raising, WhQP = Wh-Quantifier Phrase"
/article/5210/galley/13304/download/,"AbbreviationsACC = Accusative, DAT = Dative, FUT = Future, GEN = Genitive, HAB = Habitual, IMM = Immediate, LOC = Locative, NEG = Negative, NOM = Nominative, PST = Past, POSS = Possessive, PRF = Perfect, PRSNT = Present"
/article/5209/galley/13305/download/,AbbreviationsAbbreviations follow the Leipzig glossing rules unless otherwise noted.
/article/5208/galley/13306/download/,"AbbreviationsBFR = Språkbanken Corpus of Swedish (Borin, Forsberg and Roxendal), CG = Common Ground, DEF = definite suffix, EC = embedded clause, EV2 = Embedded Verb Second, MC = main clause, MCP = Main Clause Phenomena, P = proposition."
/article/5206/galley/13307/download/,"AbbreviationsACC = accusative, C = complementizer, CONJ = conjunction, DEF = definite, DEM = demonstrative, FUT = future, IMPF = imperfective, NEG = negation, P = (pre/post)-position, PL = plural, PRT = particle, Q = question, REL.PRO = relative pronoun, SG = singular, TOP = topic"
/article/5207/galley/13308/download/,Competing InterestsThe authors have no competing interests to declare.
/article/5205/galley/13309/download/,Competing InterestsThe author has no competing interests to declare.
/article/5204/galley/13310/download/,Competing InterestsThe author has no competing interests to declare.
/article/5203/galley/13311/download/,"AbbreviationsDEF = Definite suffix, FEM = Feminine, INF = Infinitive"
/article/5202/galley/13312/download/,"Abbreviations1.SG = first person singular morphology, 2.SG = second person singular morphology, 3.SG = third person singular morphology, 3.PL = third person plural morphology, ACC = accusative, GEN = genitive, NOM = nominative, F = feminine, M = masculine, N = neuter, CL = clitic, IMPERF = imperfective, REFL = reflexive"
/article/5201/galley/13313/download/,"AbbreviationsDμ = Moraic Domain, Ft = Foot, SWP = Stress-to-Weight Principle, HS = Harmonic Serialism"
/article/5200/galley/13314/download/,"AbbreviationsWe use the following glossing conventions for German examples: NMLZ = nominalizer, PRFX = prefix, PRTC = particle, PTCP = participle, SPL = superlative, CMP = comparative, ADJ = adjectivizer. If there is a suitable translation of a German prefix or particle into English, we use this translation in the morpheme gloss."
/article/5199/galley/13315/download/,"Abbreviations1 = first person, 3 = third person, 4 = fourth person, ABL = ablative, ABS = absolutive, AP = antipassive, COND = conditional, DAT = dative, DU = dual, ERG = ergative, GEN = genitive, HAB = habitual, IND = indicative, LOC = locative, MOD = modalis, NEG = negative, NPST = near past, PART = participial (mood), PASS = passive, PERF = perfective, PL = plural, PM = possessum, PR = possessor, PROG = progressive, PST = past, Q = interrogative, REL = relative, SG = singular, TR = transitive, VIA = vialis"
/article/5198/galley/13316/download/,"AbbreviationsRelevant glossing abbreviations are as follows: M = masculine, F = feminine, SG = singular, PL = plural, DEF = definite, INDEF = indefinite, NOM = nominative, ACC = accusative, COMP = complementizer, COP = copula, PST = past."
/article/5197/galley/13317/download/,"AbbreviationsACC = accusative, C = complementizer, DAT = dative, GEN = genitive, NOM = nominative, POL = polite form, PST = past, Q = question particle, TOP = topic"
/article/5196/galley/13318/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, ACC = accusative, CLF = classifier, COMP = complementizer, DAT = dative, DU = dual, F = feminine, FQ = floating quantifier, FUT = future, GEN = genitive, IPFV = imperfective, M = masculine, NEG = negation, NOM = nominative, PASS = passive, PL = plural, PST = past, SG = singular"
/article/5195/galley/13319/download/,"AbbreviationsATTR = attributive, COMP = comparative, F = feminine, IND = indicative, INDF = indefinite, N = neuter, M = masculine, PL = plural, PRED = predicative, PRS = present, PST = past, PTCP = participle, SG = singular, SUP = superlative."
/article/5194/galley/13320/download/,Funding InformationThis material is based upon work supported in part by the National Science Foundation under Grant No. 1449815.
/article/5193/galley/13321/download/,"Abbreviations1 = 1st person, 2 = 2nd person, 3 = 3rd person, ACC = accusative, ADJ = adjective, COMP = complementizer, COP = copula, DAT = dative, DECL = declarative, EVID = evidential, INT = interrogative, IRR = irrealis, LOC = locative, NMLZ = nominalizer, NOM = nominative, PAST = past tense, PL = plural, Q = question marker, SG = singular, R = rannig, VOL = volitional"
/article/5192/galley/13322/download/,"Abbreviations3S = third person singular, 3P = third person plural, ACC = accusative, CL = clitic, DAT = dative, F = feminine, FUT = future, INF = infinitive, NEG = negative, NOM = nominative, P = plural, PR = present tense, PST = past tense, PTCP = participle"
/article/5191/galley/13323/download/,"AbbreviationsCL = clitic, ACC = accusative, DAT = dative, REFL
                = reflexive, IMP = impersonal, SG = singular, DOM =
                Differential Object Marking, CC = clitic climbing, CTM = Copy Theory of Movement,
                PLC = Pronounce Lower Copy, LCP = Lower Copy Pronunciation, PF = Phonetic Form, LF =
                Logical Form, CREA = Corpus de Referencia del Español Actual, CORDE = Corpus
                Diacrónico del Español."
/article/5190/galley/13324/download/,"AbbreviationsAIC = Akaike information criterion, cm = centimeters, COCA = Corpus of Contemporary American English, CP = complementizer phrase, diff = difference, FocP = focus phrase, Hz = Hertz, LCD = liquid crystal display, LF = Logical Form, M = mean, ms = milliseconds, NP = noun phrase, PCP = Parallel Contrast Principle, PP = prepositional phrase, SAP = Scalar Advantage Principle, SE = standard error, UCLA = University of California Los Angeles, VP = verb phrase"
/article/5189/galley/13325/download/,"Abbreviations1SG = first person singular, 3SG = third person singular, A = A argument, ASL = American Sign Language, Auslan = Australian Sign Language, CA = constructed action, CA:agent = constructed action used for representing the agent, CA:patient = constructed action used for representing the patient, fbuoy = fragment buoy, FinSL = Finnish Sign Language, INESS = inessive, INF = infinitive, lh = left hand, OBJPRO = object pronoun, P = P argument, pl = plural, POSS = possessive pointing sign, PT = pointing sign, PTV = partitive, Q = question particle, rh = right hand, V= verbal predicate"
/article/5188/galley/13326/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, A = agent-like argument of a canonical transitive verb, ABS = absolutive, ABSL = absolute case, ACC = accusative, ADVER = adversative, ALIEN = alienable, AN = action nominal, CAUS = causative, CMPL = completive aspect, COP = copula, CVB = converb, DAT = dative, DEB = debitive, DS = different subject, DU = dual, ERG = ergative, GEN = genitive, ILL = illative, INCH = inchoative, INCL = inclusive, INE = inessive, INTR = intransitive, IPFV = imperfective, IRR = irrealis, LOC = locative, NAR = narrative, NEG = negative, NOM = nominative, NPST = non-past, P = patient-like argument of a canonical transitive verb, PASS = passive, PL = plural, POSS = possessive, PRED = predicative, PROG = progressive, PRT = preterite, PST = past, REFL = reflexive, REM = remote, S = single argument of a canonical intransitive verb, SBJ = subject, SE = simultaneous dependent event, SG = singular, SR = switch-reference, SS = same subject, SUB = subordinator, TAM = tense, aspect, mood, TODPST = today past tense, TR = transitive, VS = varying subject."
/article/5187/galley/13327/download/,"AbbreviationsConstructional types of wh-interrogativesCleftWh = clefted ex-situ wh-interrogativeExSituWh = non-clefted ex-situ wh-interrogativeInSituWh = in-situ wh-interrogativeLinguistic glossesPRS = present tensePST = past tensePFV = perfectiveIPFV = imperfectiveSBJ = subjunctiveINF = infinitivePROG = progressive1,2,3 = 1st, 2nd, 3rd personSG = singularPL = plural"
/article/5186/galley/13328/download/,"Abbreviations3 = third person, ant = anterior, ATR = advanced tongue root, cons = consonantal, COR = coronal, DORS = dorsal, FL = Flapping, LAB = labial, LV = Liquid Vocalization, INF = infinitive, M = masculine, nas = nasal, NOM = nominative, PR = phonetic representation, Resyll = Resyllabification, SG = singular, son = sonorant, SRV = Syllabic R-Vocalization, SS = Sonorant Syllabification, SSP = Sonority Sequencing Principle, Syll = Syllabification, UR = underlying representation, VC = voiced, VCLESS = voiceless"
/article/5185/galley/13329/download/,"AbbreviationsASM = Activated Syntactic Memory, DP = determiner phrase, QUD = question under discussion, VP = verb phrase, VPE = verb phrase ellipsis"
/article/5184/galley/13330/download/,"AbbreviationsA = “Set A” person marking (ergative, possessive), B = “Set B” person marking (absolutive), CLF = numeral classifier, DET = determiner, DTV = derived transitive verb suffix, EP = epenthetic insertion, EXT = existential particle, IPFV = imperfective, ITV = intransitive verb suffix, NML = nominal suffix, PASS = passive, PFV = perfective, PREP = preposition, REL = relative, SP = Spanish origin, STAT = stative, TV = transitive verb suffix."
/article/5183/galley/13331/download/,"Abbreviationsaccomp′ = accompaniment relation as defined in (54), ag′ = agent relation, AP = adjectival phrase, bearer′ = bearer relation, C = context-set, Ccontrast = individuals of a context-set that are not in a minimal predication domain, comitative′ = comitative relation, Cpred = individuals of a context-set that are in a minimal predication domain, DP = determiner phrase, D-state = Davidsonian state, fpos = context-sensitive function relevant for the meaning of the positive form, fsup = context-sensitive function relevant for the meaning of the superlative form, G = function from sets of singular individuals to plural individuals, i as a subscript = implicit, K-state = Kimian state, mitadv = adverbial free mit, mitfree = generalized free mit, mitsup = free mit with the superlative, pos as a subscript = positive form, PP = prepositional phrase, PTC = particle, REFL = reflexive, th′ = theme relation, ≤ = is part of, ≰ = is not part of"
/article/5182/galley/13332/download/,"Abbreviations3.SG = third person singular, EGmc = East Germanic, INF = infinitive, NOM.SG = nominative singular, NOM.PL = nominative plural, NWGmc = Northwest Germanic, OHG = Old High German, POS = positive, PGmc = Proto-Germanic, SUP = superlative, WGmc = West Germanic."
/article/5181/galley/13333/download/,"AbbreviationsINF = infinitive, PL = plural, PREP = preposition, PRS = present, SG = singular."
/article/5180/galley/13334/download/,AbbreviationsABS = absolutive; ACC = accusative; AUX = auxiliary; DAT = dative; DEF = definite; DU = dual; ERG = ergative; EXCL = exclusive; F = feminine; GEN = genitive; HON = honorific; INCL = inclusive; INESS = inessive; INF = infinitive; INSTR = instrumental; LOC = locative; M = masculine; N = neuter; NOM = nominative; OBL = oblique; PL = plural; PROX = proximal; SG = singular.
/article/5178/galley/13335/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, γ = gender, μ = mora, φ = phi feature(s), ACC = accusative, AUX = auxiliary, CONV = converb, DAT = dative, EP = epenthetic, F = feminine, GEN = genitive, IMP = imperative, INSTR = instrumental, KP = case phrase, LOC = locative, M = masculine, NMNLZ = nominalizer, NOM = nominative, NEG = negation, PASS = passive, PF = phonological form, PL = plural, PREV = preverb, PRS = present tense, PST = past tense, REL = relative, RFL = reflexive, SG = singular."
/article/5179/galley/13336/download/,Competing InterestsThe authors have no competing interests to declare.
/article/5176/galley/13337/download/,"Abbreviations1/2/3 = 1st/2nd/3rd person, ACC = accusative, ADJ = adjunct, ATB = across-the-board movement, ATR = advanced tongue root, CNPC = complex noun phrase constraint, Conj = conjunct, DEM = demonstrative, DO = direct object, DFCF = doubly-filled Comp filter, FOC = focus marker, FUT = future, IO = indirect object, OT = Optimality Theory, N = numeration, NEG = negation, NOM = nominative, OP = relative operator, pg = parasitic gap, P = preposition, PFX = prefix, PL = plural, PROG = progressive, PST = past, RC = relative clause, RP = resumptive pronoun, SCO = strong cross-over, SG = singular, SN = subnumeration, SU = subject, WCO = weak cross-over, <X> = lower copy (trace) of X"
/article/5177/galley/13338/download/,"AbbreviationsACC = accusative, ATB = Across-The-Board movement, DFC = Doubly-Filled Comp, ENHG = Early New High German, MHG = Middle High German, NHG = New High German, NOM = nominative, OHG = Old High German, PTCL = particle, REFL = reflexive, RNR = Right Node Raising; SG = singular"
/article/5174/galley/13339/download/,"AbbreviationsVPE = Verb Phrase Ellipsis, NCA = Null Complement Anaphora, NP = Noun phrase, VP = Verb phrase, PP = Prepositional phrase"
/article/5175/galley/13340/download/,"AbbreviationsF = (stereotypically) feminine, M = (stereotypically) masculine"
/article/5173/galley/13341/download/,"AbbreviationsABS = absolutive, DAT = dative, DET = determiner, ERG = ergative, GEN = genitive, IMPRF = imperfective, INDF = indefinite, INE = inessive, INSTR = instrumental, LOC = locative, PART = partitive, PL = plural, pl = plural verbal agreement, PRED = predicational head, PST = past, PTCP = participle, RIK = the rik morpheme, SG = singular, sg = singular verbal agreement"
/article/5172/galley/13342/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, ACC = accusative, ANZ = adnominalizer, AVZ = adverbalizer, COP = copula, DA = ‘da’ particle, DAT = dative, DEC = declarative mood, DEF = definite, DET = ‘det’ particle, FUT = future, HON = honorific, KO = ‘ko’ particle, NEG = negation, NOM = nominative, NUN = ‘nun’ particle, OBJ = direct object, PL = plural, POSS = possessive, PRES = present, PROG = progressive, PST = past, REFL = reflexive, REL = relativizer, SG = singular"
/article/5170/galley/13343/download/,"AbbreviationsVOT = Voice Onset Time, AIC = Akaike Information Criterion, COG = Center of Gravity, P2FA = Penn Phonetics Lab Forced Aligner, DFT = Discrete Fourier Transform, MTS = Multitaper Spectra, PCA = Principal Component Analysis, LDA = Linear Discriminant Analysis"
/article/5171/galley/13344/download/,Competing InterestsThe author has no competing interests to declare.
/article/5167/galley/13345/download/,Funding InformationWe gratefully acknowledge support from NSF grant BCS-1456081.
/article/5169/galley/13346/download/,"AbbreviationsACC = accusative case, AUX = auxiliary, caus = causative, CL = classifier, complementizer = COMP, DAT = dative case, GEN = genitive case, HON = honorific element, IH = relative internal semantic head, IHR = internally-headed relative, IHRC = internally-headed relative clause construction, NML = nominalizer, NOM = nominative case, PAST = past tense, POLITE = politeness marker, PRES = present tense, Q = question particle, TOP = topic marker."
/article/5168/galley/13347/download/,Funding InformationThis work was supported by the National Science Foundation (BCS-1323153).
/article/5166/galley/13348/download/,"AbbreviationsNOM = nominative, ACC = accusative, GEN = genitive, INS = instrumental, M = masculine, F = feminine, N = neuter, SG = singular, PL = plural"
/article/5165/galley/13349/download/,"Abbreviations2 = second person, 3 = third person, F = feminine, M = masculine, PL = plural, PP = prepositional phrase, PRS = present, SG = singular, VP/vP = verb phrase"
/article/5164/galley/13350/download/,"AbbreviationsAG = agentive, AL = alienable, DST = distal, GOAL = goal, SG = singular, PAT = patient, IPFV = imperfective, INAL = inalienable, LOC = locative, NONREFL = non-reflexive, PFV = perfective, POSS = possessive, PROG = progressive, REC = recipient inflectional paradigm, REFL = reflexive, SPC = specific demonstrative"
/article/5163/galley/13351/download/,"AbbreviationsACC = accusative, DAT = dative, LOC = locative, DOM.ACC = Differential Object Marking (accusative), CL = clitic, SG = singular, PL = plural, TOP = topic, SUBJ = subjunctive, NEG = negative, FUT = future, DET = determiner"
/article/5162/galley/13352/download/,"AbbreviationsCC = consonant cluster, LRT = likelihood ratio test, O = obstruent, OED = Oxford English Dictionary, R = sonorant, V = vowel"
/article/5161/galley/13353/download/,"AbbreviationsACC = accusative, DAT = dative, NOM = nominative, GEN = genitive, INSTR = instrumental, PREP = prepositional, SG = singular, PL = plural, MSC = masculine, FEM = feminine, PST = past, FUT = future, PRES = present, INF = infinitive, SUBJ = subjunctive, NEG = negation, POSS = possessive."
/article/5160/galley/13354/download/,"AbbreviationsDAT = dative, F = feminine, M = masculine, N = neuter, SG = singular, PL = plural, PRS = present"
/article/5159/galley/13355/download/,"AbbreviationsOV = object-verb, UG = Universal Grammar, VO = verb-object"
/article/5158/galley/13356/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, ACC = accusative, ART = article, AUX = auxiliary, COND = conditional, DAT = dative, DEF = definite, DEM = demonstrative, DET = determiner, F = feminine, GEN = genitive, GER = gerund, IND = indicative, INF = infinitive, M = masculine, N = neuter, NOM = nominative, OBJ = object, OBL = oblique, PER = person, PL = plural, PRF = perfect, PRS = present, PST = past, PTCP = participle, SBJV = subjunctive, SG = singular"
/article/5157/galley/13357/download/,"AbbreviationsDEF.ART = definite article, INDEF.PL.ART = indefinite plural article, PART.ART = partitive article, PL = plural, SG = singular, REFL = reflexive pronoun"
/article/5156/galley/13358/download/,Competing InterestsThe author has no competing interests to declare.
/article/5155/galley/13359/download/,"AbbreviationsA-Mood = addressee mood, ASP = aspect, AUX = auxiliary, COP = copula, DAT = dative, F = feminine, GEN = genitive, GER = gerund, INCEPT = inceptive aspect, INFL = inflection, M = masculine, N = neuter, NEG = negation, NOM = nominative, NPST = non-past tense, PRT = participle, PAST = past tense, PL = plural, POSITIVE = positive polarity, POSS = possessive, PRESENT = present tense, PRF = perfect, PROG = progressive aspect, SG = singular, S-Mood = speaker mood, T = tense, φ = neutral addressee mood"
/article/5154/galley/13360/download/,"AbbreviationsABL = ablative, ADE = adessive, CAUS = causative, COND = conditional, CONJ/IMP = conjunctive/imperative, DAT = dative, DEF = definite, DEL = delative, ESS = essive, HG = Harmonic Grammar, INDF = indefinite, OT = Optimality Theory, POSS = possessive, SG = singular, TRANSL = translative"
/article/5153/galley/13361/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, ACC = accusative, ADJ = adjective, ASP = aspect, COMP = complementizer, DAT = dative, DEF = definite, DL = dual, F = feminine, GEN = genitive, INF = infinitive, M = masculine, NOM = nominative, PL = plural, PREP = prepositional case, PRS = present, PST = past, SG = singular, SUBJ = subjunctive"
/article/5152/galley/13362/download/,Competing InterestsThe author has no competing interests to declare.
/article/5151/galley/13363/download/,"AbbreviationsCL = clitic, DIR = direct evidential, DOM = differential object marking, EMPH = emphatic, FEM = feminine, GEN = genitive, LOC.VOICE = locative voice, MAS = masculine, NOT.VIS = not visible, PAST = past, PL = plural, PN = proper name, POSS = possessive, RPT = reported evidential, SG = singular, SPEC = specific article, VIS = visible"
/article/5150/galley/13364/download/,Competing InterestsThe authors have no competing interests to declare.
/article/5149/galley/13365/download/,"AbbreviationsSign language abbreviations:DGS = German Sign Language, RSL = Russian Sign Language, ASL = American Sign Language, Auslan = Australian Sign Language, NZSL = New Zealand Sign Language, NGT = Sign Language of the Netherlands, ABSL = Al-Sayyid Bedouin Sign Language, ISL = Israeli Sign Language, DTS = Danish Sign Language.Glossing conventions:SIGNS are glossed in small capitals with an approximation of their meaning in English, following common convention in the field. Pointing signs are indicated with INDEX followed by a subscript 1 for first person or a letter (a) for a region in the signing space associated with a particular referent. (The function of) relevant non-manual markers are indicated with a line above the glosses over which they scope; rs is shorthand for role-shift markers."
/article/5148/galley/13366/download/,"AbbreviationsACC = accusative, ADV = adverbializer, ATTR = attributive, AUX = auxiliary, CL = classifier, COP = copula, DAT = dative, DP = discourse particle, GEN = genitive, GER = gerund, IMP = imperative, NOM = nominative, NPFV = nonperfective auxiliary, PRS = present, PST = past, TH = thematic wa (topic/ground-marker)"
/article/5147/galley/13367/download/,"AbbreviationsACC = Accusative, ADJ = Adjective, DEC = Declarative, FEM = Feminine, IPoss = Inalienable Possession, NOM = Nominative, M = Masculine, N = Noun, P = Preposition, PP = Participle, Pred = Predication, PL = Plural, S = Singular, Sb = Somebody, Sth = Something"
/article/5146/galley/13368/download/,"AbbreviationsINDEX = a pointing action with the index finger (except pointing to the 1st person), ONE-LIST = a manual list construction referring to the first listed item or topic, h2 = a sign is produced with the non-dominant hand, [–] = gloss for a sign requires several words, e.g. FIRST-TIME, [+] = several signs are produced as a prosodically unified sequence, e.g. YOUNGER+INDEX"
/article/5145/galley/13369/download/,"AbbreviationsACC = accusative, BP = Brazilian Portuguese, DAT = dative, LOC = locative, MA = Moroccan Arabic, NEUT = neuter, PL = plural, POSS = possessive, PRES = present, PRET = preterite, REFL = reflexive, SG = singular"
/article/5144/galley/13370/download/,"AbbreviationsBST = Basic CV Syllable Theory, C = consonant, V = vowel, BCD = biased constraint demotion"
/article/5143/galley/13371/download/,"AbbreviationsNEG = negative proposition, NP = noun phrase, NPI = negative polarity item, PL = plural, POS = positive proposition, RT = reaction time"
/article/5142/galley/13372/download/,"Funding InformationThis research was partially funded by US National Science Foundation grant BCS-0537435, “Dogon languages of Mali” of which Jeffrey Heath is the Principal investigator."
/article/5141/galley/13373/download/,"Abbreviations1/2/3 = first/second/third person, ACC = accusative, AGR = agreement morphology, DM = Distributed Morphology, EA = external argument, F = feminine, GEN = genitive, IA = internal argument, INF = infinitival, IPP = Infinitivus pro Participio, M = masculine, PASS = passive, PL = plural, PPI = Participium pro Infinitivo, PPP = Perfect Participle Paradox, PRF = perfect, PTCP = (past) participle, sCoS = simple change of state, SG = singular, TSit = Time of Situation, TT = Topic Time, UT = Time of Utterance"
/article/5140/galley/13374/download/,"AbbreviationsAUX = auxiliary verb, 1 = 1st person, 2 = 2nd person, F = feminine, M = masculine, SG = singular, PL = plural, NOM = nominative, ACC = accusative, INS = instrumental, PRT = participle"
/article/5139/galley/13375/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, A = absolutive, ABST = abstractivizing, CAUS = causative, CLF = classifier, CP = completive aspect, DIR = directional, E = ergative, IMP = imperative, INCH = inchoative, IRR = irrealis, NEG = negation, NOM = nominalization, PREP = preposition, P = plural person, PAS = passive, PDIST = pluractional distributive, PL = plural, P.ADJ = positional adjective, P.ITV = positional intransitive, S = singular person, P.STAT = positional stative predicate, SUP = superlative"
/article/5138/galley/13376/download/,"Funding InformationThis research was funded in part by grants from the British Academy (“Syntactic variation in contemporary Welsh”, British Academy Mid-career Fellowship Grant no. MC110579) and the Isaac Newton Trust. Their support is hereby gratefully acknowledged."
/article/5137/galley/13377/download/,"Abbreviations1 = 1st person, 3 = 3rd person, ACC = accusative, COMP = complementizer, COND = conditional, CONJ = conjunction, COP = copula, DAT = dative, EPTH = epenthentic, GEN = genitive, HAB = habitual, INF = infinitive, INSTR = instrumental, NEG = negation, NOM = nominative, N.PST = non-past, POSS = possessive, PST = past, REFL.POSS = reflexive possessive, Q = interrogative marker"
/article/5136/galley/13378/download/,Funding InformationThis work was funded by NSF BCS-1724753 to the first two authors.
/article/5135/galley/13379/download/,Competing InterestsThe author has no competing interests to declare.
/article/5134/galley/13380/download/,"AbbreviationsIS = information structure, NIF = new information focus, CF = contrastive focus, CT = contrastive topic, VF = verum focus, HAB = habitual, FOC = focus, CT = contrastive topic, 3SG = third person singular, 3PL = third person plural, (IN)ANIM = (in)animate, DEF = definite, QUP = question particle, NOM = nominative, ACC = accusative, GEN = genitive, NEG = negation, PAST = past tense, QT = quotative marker, POSS = possessive, REL = relativizer"
/article/5133/galley/13381/download/,"Funding InformationThe infrastructure was built with support from national and Nordic funding bodies: The Research Council of Norway, The Swedish Research Council, The Danish Research Council for Culture and Communication, and The Icelandic Research Fund, and the Nordic funding bodies NordForsk and NOS-HS which also provided important funding for network activities."
/article/5132/galley/13382/download/,"AbbreviationsQNP = quantified noun phrase, Q-Agree = agreement with the quantifier, N-Agree = agreement with the noun, GEN = genitive, NOM = nominative, DAT = dative, PL = plural, SG = singular, PA = paucal, M = masculine, F = feminine, N = neuter, AUX = auxiliary verb, REFL = reflexive, POSS = possessive, □ = unvalued feature"
/article/5131/galley/13383/download/,Competing InterestsThe author has no competing interests to declare.
/article/5130/galley/13384/download/,Competing InterestsThe author has no competing interests to declare.
/article/5128/galley/13385/download/,"AbbreviationsACC = accusative, ENHG = Early New High German, DAT = dative, GEN = genitive, INF = infinitive, MHG = Middle High German, MP = modal particle, NEG = negation, NOM = nominative, NHG = New High German, OHG = Old High German, PST = past tense, PRS = present tense PDG = Present-Day German, PL = plural, PRT = particle, REFL = reflexive, SG = singular, SBJV = subjunctive"
/article/5129/galley/13386/download/,"AbbreviationsDAT = dative, DEF = definite, D.DDEF = discourse definite, DEM = demonstrative, EMPH = emphatic, GEN = genitive, HAB = habitual, IRLS = irrealis, LOC = locative, NEG = negative, PERF = perfect, PFV = perfective, PL = plural, PROSP = prospective, PST = past, REL.SUB = relative subject, RLS = realis, SG = singular, SUBJ = subjunctive, TRANS = transitive"
/article/5126/galley/13387/download/,"AbbreviationsNOM = nominative, ACC = accusative, DAT = dative, GEN = genitive, INS = instrumental, LOC = locative, SG = singular, PL = plural, 1 = first person, 2 = second person, 3 = third person, SUBJ = subjunctive, INF = infinitive, NEG = negation, PRT = sentence/modal particle, REFL = reflexive"
/article/5125/galley/13388/download/,Funding InformationWe gratefully acknowledge the generous funding for the project “The prosodic syntax of German” by the German Research Foundation DFG (grant no. KE 1985/2-1).
/article/5127/galley/13389/download/,Competing InterestsThe authors have no competing interests to declare.
/article/5124/galley/13390/download/,"AbbreviationsDD = dependency distance, DG = dependency grammar, MDD = mean dependency distance, NOM = NOMINATIVE, IP/TP = inflection phrase/tense phrase, 2SG = second person singular, UD = Universal Dependencies, VP-ellipsis = verb phrase ellipsis, WALS = World Atlas of Language Structures"
/article/5123/galley/13391/download/,"AbbreviationsACC = accusative, GEN = genitive, NOM = nominative, DAT = dative"
/article/5122/galley/13392/download/,List of AbbreviationsAUX = auxiliary; CL = clitic; EX = EXHAUSTIVITY; F = foot; MP = MATCH PHRASE; MW = MATCH WORD; Pω = PARSE-INTO-ω; SS = STRONG START; ɩ = intonational phrase; σ = syllable; ɸ = phonological phrase; ω = prosodic word
/article/5121/galley/13393/download/,Competing InterestsThe author has no competing interests to declare.
/article/5120/galley/13394/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, ABS = absolutive, ACC = accusative, ART = article, AUX = auxiliary, BEN = benefactive, CL = clitic, COMP = complementizer, COP = copula, DAT = dative, DET = determiner, ERG = ergative F = feminine, FUT = future, HAB = habitual, IMPF = imperfective, INF = infinitive, LOC = locative M = masculine, NEG = negation, NMZ = nominalization, NOM = nominative, PL = plural, PPRT = past-participle, PROG = progressive, PRT = participle, REFL = reflexive, SBJNCT = subjunctive, SG = singular, ϕ = a morphological slot which is phonologically empty, √ = lexical root."
/article/5119/galley/13395/download/,"Abbreviations{1, 2, 3} = person, ACC = accusative, COM = comitative, COP = copula, DAT = dative, EVD = evidential, MP = modal particle, NOM = nominative, PST = past, Q = question marker, S = singular, TOP = topic"
/article/5118/galley/13396/download/,AbbreviationsCF = contrastive focus
/article/5117/galley/13397/download/,Competing InterestsThe author is member of the editorial board of Glossa.
/article/5116/galley/13398/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, ABS = absolutive, ACC = accusative, APASS = antipassive, AUX = auxiliary, CL = clitic, DAT = dative, ERG = ergative, EXPL = expletive, F = feminine, FUT = future, IMP = imperative, IND = indicative, INF = infinitive, INST = instrumental, GEN = genitive, M = masculine, N = neuter, PART = participle, PL = plural, PRS = present, REFL = reflexive, SG = singular"
/article/5115/galley/13399/download/,"AbbreviationsABM = agent-based model, DCT = discrete cosine transform, M1 = first spectral moment"
/article/5114/galley/13400/download/,"Ethics and ConsentThe ArtiVarK study is covered by the ethics approval 45659.091.14 (1 June 2015), Donders Center for Brain, Cognition and Behaviour, Nijmegen."
/article/5113/galley/13401/download/,Competing InterestsThe authors have no competing interests to declare.
/article/5112/galley/13402/download/,"AbbreviationsACC = accusative, BEN = benefactive, CL = classifier, DAT = dative, NOM = nominative, TOP = topic"
/article/5111/galley/13403/download/,"Funding InformationThis study was funded by Small Research Grant SG121202 from the British Academy/Leverhulme Trust to Luisa Martí, and a University of Illinois Campus Research Board grant to Tania Ionin."
/article/5110/galley/13404/download/,"AbbreviationsA = Agent-like argument, AUX = auxiliary, DEF = definite, DAM = differential argument marking, DOI = differential object indexing, DOM = differential object marking, DSM = differential subject marking, NP = noun phrase, OBJ = object marker, P = Patient-like argument, PST = past tense, R = Recipient-type argument, SG = singular, T = Theme-like argument, TAM = tense/aspect/mood.Subscript numbers, such as 3GIVE1, denote directionality (spatial modification) of verbs in sign language examples.For a list of standard abbreviations, refer to the Leipzig glossing rules."
